State,Issuer_Id,Issuer_Name,Is_Issuer_New_to_Exchange,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_In_Network,Denial_Rate,Plan_Id,Plan_Type,Metal_Level,Plan_Claims_Received,Plan_Claims_Received_In_Network,Plan_Claims_Received_Out_Of_Network,Plan_Claims_Denied,Plan_Claims_Denied_In_Network,Plan_Claims_Denied_Out_Of_Network,Plan_Denial_Rate,Plan_Claims_Denial_Rate_In_Network,Plan_Claims_Denial_Rate_Out_Of_Network,Plan_Claims_Resubmitted_In_Network,Plan_Claims_Resubmitted_Out_Of_Network,Plan_Claims_Denied_Due_To_Referral_Required,Plan_Claims_Denied_Due_To_Out_Of_Network,Plan_Claims_Denied_Due_To_Services_Excluded,Plan_Claims_Denied_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Due_To_Member_Not_Covered,Plan_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Due_To_Administrative_Reason,Plan_Claims_Denied_Due_To_Other,Plan_Claims_Denied_Proportion_Due_To_Referral_Required,Plan_Claims_Denied_Proportion_Due_To_Services_Excluded,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Proportion_Due_To_Member_Not_Covered,Plan_Claims_Denied_Proportion_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Proportion_Due_To_Administrative_Reason,Plan_Claims_Denied_Proportion_Due_To_Other,Average_Monthly_Enrollment,Average_Monthly_Disenrollment
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0030055,EPO,Gold,2159,2127,32,652,617,35,0.301991663,0.290079925,1.09375,120,16,27,**,18,,**,**,20,128,**,309,150,0.041411043,0.027607362,,,,0.030674847,0.196319018,,0.47392638,0.23006135,45,**
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0030057,EPO,Silver,15743,15174,569,5306,4751,555,0.337038684,0.313101358,0.975395431,850,115,304,**,53,,**,**,339,1030,**,2172,1406,0.057315234,0.009992459,,,,0.063914027,0.194193062,,0.409502262,0.265082956,235,32
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0040025,EPO,Gold,18169,17760,409,5490,5103,387,0.302163025,0.287331081,0.946210269,928,56,172,**,245,,**,**,274,537,**,2299,1963,0.03132969,0.044626594,,,,0.049908925,0.097814208,,0.418761384,0.357559199,285,24
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0040027,EPO,Silver,4139,4032,107,1204,1108,96,0.29089152,0.274801587,0.897196262,66,**,49,**,36,,**,**,58,100,**,468,489,0.040833333,0.03,,,,0.048333333,0.083333333,,0.39,0.4075,56,**
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0040029,EPO,Bronze Expanded,64945,63530,1415,20118,18743,1375,0.309769805,0.295025972,0.971731449,3547,402,517,**,380,,**,**,874,2163,**,7633,8547,0.02570349,0.018892314,,,,0.043452322,0.107537039,,0.379486925,0.424927911,1307,142
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0040045,EPO,Gold,25128,24716,412,6565,6179,386,0.261262337,0.25,0.936893204,1133,104,406,**,204,,**,**,365,500,**,3149,1939,0.061861953,0.031083346,,,,0.05561481,0.076184672,,0.479811062,0.295444157,320,30
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0040051,EPO,Bronze Expanded,168957,165756,3201,38539,35562,2977,0.228099457,0.21454427,0.930021868,8808,456,1714,21,1101,,**,**,1991,4292,**,20533,8883,0.044503298,0.028587007,,,,0.051695487,0.111439996,,0.53313081,0.230643402,3990,295
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0040055,EPO,Gold,7219,7167,52,1813,1761,52,0.251142818,0.245709502,1,378,25,192,**,44,,**,**,110,212,**,815,440,0.10590182,0.024269167,,,,0.060672918,0.11693326,,0.449531164,0.242691671,80,**
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0040057,EPO,Silver,102071,100220,1851,29696,27967,1729,0.290934742,0.279056077,0.934089681,5219,472,1271,15,949,,**,**,1450,2519,**,14928,8564,0.042822007,0.031973316,,,,0.048852801,0.084869108,,0.502948014,0.288534753,1092,116
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0050027,EPO,Silver,12045,11694,351,4280,3910,370,0.355334164,0.334359501,1.054131054,488,185,129,**,46,,**,**,226,752,**,1633,1487,0.030189562,0.01076527,,,,0.052890241,0.175988767,,0.382167096,0.347999064,199,32
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0050045,EPO,Gold,72004,70555,1449,22535,21078,1457,0.312968724,0.298745659,1.005521049,3297,384,949,**,271,,**,**,1219,2909,37,9905,7243,0.042116008,0.012026805,,,,0.054098433,0.129099543,0.001642036,0.439577509,0.321439666,1278,158
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0050051,EPO,Bronze Expanded,131798,129034,2764,34592,31875,2717,0.262462253,0.247027915,0.982995658,5964,631,1356,51,727,,**,**,1855,6577,55,14909,9062,0.039257694,0.021047451,,,,0.053704293,0.190411395,0.001592311,0.431631974,0.262354883,4465,463
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0050055,EPO,Gold,6467,6165,302,2488,2187,301,0.384722437,0.354744526,0.996688742,473,36,154,**,38,,**,**,104,377,**,971,843,0.061921994,0.015279453,,,,0.041817451,0.151588259,,0.390430237,0.338962606,139,22
NE,20305,Medica Insurance Company,No,1402896,385271,0.29086926,20305NE0050057,EPO,Silver,106769,104137,2632,35507,32964,2543,0.332559076,0.316544552,0.96618541,6105,855,1107,48,538,,**,**,1604,5279,**,15606,11321,0.031222677,0.015174164,,,,0.045240446,0.148892963,,0.440163588,0.319306163,1998,288
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0010013,PPO,Catastrophic,621,600,21,268,251,17,0.431561997,0.418333333,0.80952381,45,**,**,**,**,,**,**,**,22,**,130,110,,,,,,,0.083969466,,0.496183206,0.419847328,32,12
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0010041,PPO,Bronze Expanded,54736,46279,8457,24163,19987,4176,0.441446215,0.431880551,0.493792125,1484,1561,1217,603,353,,**,**,942,2788,**,8957,9303,0.051655348,0.014983022,,,,0.039983022,0.118336163,,0.380178268,0.394864177,1956,401
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0010045,PPO,Gold,26316,24760,1556,9834,8948,886,0.37368901,0.361389338,0.56940874,1432,269,688,**,105,,**,**,547,731,**,4255,3508,0.069961359,0.010677242,,,,0.055623348,0.074333943,,0.43268253,0.356721578,459,79
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0010051,PPO,Bronze Expanded,28422,26002,2420,10505,9255,1250,0.36960805,0.355934159,0.516528926,948,551,698,133,175,,**,**,751,1188,**,4159,3401,0.067296568,0.016872349,,,,0.072406479,0.114539144,,0.400983417,0.327902044,1147,229
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0010055,PPO,Gold,10845,9770,1075,3659,3017,642,0.337390503,0.308802456,0.597209302,302,117,196,**,32,,**,**,267,369,**,1498,1297,0.053566548,0.008745559,,,,0.072970757,0.100847226,,0.409401476,0.354468434,242,50
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0010057,PPO,Silver,121385,110804,10581,49736,43789,5947,0.409737612,0.395193314,0.562045175,5095,2682,2380,137,788,,**,**,2429,5195,**,19764,19043,0.047984838,0.015887417,,,,0.048972762,0.104740015,,0.398475776,0.383939192,2945,702
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0060013,PPO,Catastrophic,207,190,17,102,102,**,0.492753623,0.536842105,,**,**,**,**,**,,**,**,**,**,**,60,45,,,,,,,,,0.571428571,0.428571429,25,**
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0060045,PPO,Gold,9303,8002,1301,4191,3274,917,0.450499839,0.409147713,0.704842429,280,152,254,**,77,,**,**,277,575,**,1736,1272,0.060606061,0.018372703,,,,0.066094011,0.137198759,,0.41422095,0.303507516,173,38
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0060051,PPO,Bronze Expanded,13643,11732,1911,4926,4333,593,0.361064282,0.369331742,0.310308739,167,352,310,21,130,,**,**,325,561,**,1797,1782,0.063200815,0.026503568,,,,0.066258919,0.114373089,,0.366360856,0.363302752,546,131
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0060055,PPO,Gold,3251,2913,338,1301,1119,182,0.400184559,0.384140062,0.538461538,48,77,91,**,16,,**,**,86,133,**,518,457,0.069946195,0.012298232,,,,0.066102998,0.102229055,,0.398155265,0.351268255,84,16
OK,21333,Medica Insurance Company,No,324418,131608,0.415474147,21333OK0060057,PPO,Silver,34051,29156,4895,14738,12067,2671,0.432821356,0.413877075,0.545658836,1224,1258,834,53,138,,**,**,595,2213,**,5147,5758,0.056792646,0.009397344,,,,0.040517535,0.150697991,,0.350493701,0.392100783,723,167
UT,22013,Regence BlueCross BlueShield of Utah,No,357406,49031,0.208251901,22013UT2630003,EPO,Silver,17444,16080,1364,3075,2088,987,0.176278377,0.129850746,0.723607038,**,**,62,**,125,,**,**,**,**,**,45,2843,0.020162602,0.040650407,,,,,,,0.014634146,0.924552846,479,70
UT,22013,Regence BlueCross BlueShield of Utah,No,357406,49031,0.208251901,22013UT2630017,EPO,Silver,251320,231135,20185,47387,32289,15098,0.188552443,0.139697579,0.747981174,**,52,857,**,1921,24,24,**,16,**,23,491,44055,0.018085129,0.040538544,0.000506468,0.000506468,,0.000337645,,0.000485365,0.010361492,0.929685357,8241,1105
UT,22013,Regence BlueCross BlueShield of Utah,No,357406,49031,0.208251901,22013UT2650007,EPO,Bronze Expanded,46085,26607,19478,18604,4068,14536,0.403688836,0.152892096,0.746277852,**,51,37,**,411,,**,**,**,**,**,73,18073,0.001989889,0.022103904,,,,,,,0.003925998,0.971980209,935,90
UT,22013,Regence BlueCross BlueShield of Utah,No,357406,49031,0.208251901,22013UT2650008,EPO,Bronze Expanded,19748,18343,1405,3237,2164,1073,0.163915333,0.117974159,0.763701068,**,**,89,**,188,,**,**,**,**,**,**,2947,0.027605459,0.058312655,,,,,,,,0.914081886,1174,165
UT,22013,Regence BlueCross BlueShield of Utah,No,357406,49031,0.208251901,22013UT2650010,EPO,Gold,12944,12247,697,2269,1797,472,0.175293572,0.146729811,0.677187948,**,**,40,**,210,,**,**,**,**,**,36,1983,0.017628911,0.092551785,,,,,,,0.01586602,0.873953283,298,62
UT,22013,Regence BlueCross BlueShield of Utah,No,357406,49031,0.208251901,22013UT2650011,EPO,Silver,31360,28857,2503,5298,3488,1810,0.168941327,0.120871886,0.723132241,**,34,88,**,131,,**,**,**,**,**,41,5032,0.016628874,0.024754346,,,,,,,0.007747543,0.950869237,943,163
UT,22013,Regence BlueCross BlueShield of Utah,No,357406,49031,0.208251901,22013UT2650012,EPO,Bronze Expanded,25830,24137,1693,4416,3137,1279,0.170963995,0.129966442,0.755463674,**,**,33,**,227,,**,**,**,**,**,41,4115,0.007472826,0.051403986,,,,,,,0.00928442,0.931838768,1353,204
AZ,23435,Banner Health and Aetna Health Plan Inc.,No,1912839,422220,0.305182004,23435AZ0040001,HMO,Bronze Expanded,143948,130470,13478,34298,25598,8700,0.238266596,0.19619836,0.645496364,7916,342,1650,9972,302,12,12,**,15587,525,164,6236,12361,0.044791921,0.008198279,0.000325759,0.000325759,,0.423134349,0.014251975,0.004452045,0.169286315,0.335559356,4261,531
AZ,23435,Banner Health and Aetna Health Plan Inc.,No,1912839,422220,0.305182004,23435AZ0040011,HMO,Bronze Expanded,166474,141964,24510,45206,30106,15100,0.271549912,0.212067848,0.616075071,10109,620,1658,14972,351,12,12,**,18885,1222,120,8444,14894,0.036370816,0.007699732,0.000263239,0.000263239,,0.414271926,0.026806476,0.002632387,0.185232308,0.326723117,5260,794
AZ,23435,Banner Health and Aetna Health Plan Inc.,No,1912839,422220,0.305182004,23435AZ0040012,HMO,Gold,13978,13448,530,3443,3100,343,0.246315639,0.230517549,0.647169811,1127,24,265,513,34,,**,**,2424,49,**,876,1098,0.055836494,0.007163928,,,,0.510745891,0.010324484,,0.184576485,0.231352718,172,24
AZ,23435,Banner Health and Aetna Health Plan Inc.,No,1912839,422220,0.305182004,23435AZ0040014,HMO,Silver,196786,187172,9614,44165,38051,6114,0.224431616,0.203294296,0.635947576,12086,412,2191,8089,406,,**,**,23880,873,106,8894,18582,0.039885677,0.007390956,,,,0.434719289,0.015892376,0.001929658,0.16190927,0.338272774,3952,707
AZ,23435,Banner Health and Aetna Health Plan Inc.,No,1912839,422220,0.305182004,23435AZ0040015,HMO,Silver,1286773,915921,370852,464263,218975,245288,0.360796349,0.239076296,0.661417493,62691,6991,14376,205253,1980,102,74,28,125998,7469,1867,72909,133126,0.040175839,0.0055334,0.000285054,0.000206804,7.82501E-05,0.352119879,0.020873215,0.005217605,0.203754887,0.37204012,27148,4231
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020005,EPO,Bronze Expanded,6818,6350,468,1081,738,343,0.158550895,0.116220472,0.732905983,251,25,**,310,**,25,25,**,**,**,**,727,**,,,0.033244681,0.033244681,,,,,0.966755319,,223,30
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020006,EPO,Silver,20150,19061,1089,4395,3634,761,0.218114144,0.190651068,0.698806244,375,**,387,690,520,99,99,**,1348,**,**,1285,53,0.104821235,0.14084507,0.026814735,0.026814735,,0.365113759,,,0.348049837,0.014355363,340,33
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020011,EPO,Catastrophic,4345,3847,498,1262,878,384,0.290448792,0.228229789,0.771084337,83,23,88,334,133,30,19,11,237,**,**,384,50,0.095444685,0.144251627,0.032537961,0.020607375,0.011930586,0.257049892,,,0.4164859,0.054229935,174,41
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020013,EPO,Gold,1754,1629,125,439,364,75,0.250285063,0.223449969,0.6,19,**,42,69,61,,**,**,130,**,**,127,**,0.116666667,0.169444444,,,,0.361111111,,,0.352777778,,22,**
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020024,EPO,Bronze Expanded,23630,20597,3033,6923,4648,2275,0.292975032,0.225663932,0.750082427,282,29,417,1935,708,305,294,11,1103,**,**,2402,45,0.08373494,0.142168675,0.06124498,0.059036145,0.002208835,0.221485944,,,0.482329317,0.009036145,729,187
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020025,EPO,Silver,34753,32155,2598,9203,7245,1958,0.264811671,0.225314881,0.753656659,666,147,800,1742,885,275,275,**,1846,**,18,3589,44,0.107281749,0.118680434,0.036878101,0.036878101,,0.247552635,,0.002413839,0.481292745,0.005900496,510,63
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020036,EPO,Gold,4380,3950,430,1191,923,268,0.271917808,0.233670886,0.623255814,218,12,97,252,135,29,29,**,224,**,**,436,17,0.103411514,0.143923241,0.030916844,0.030916844,,0.23880597,,,0.464818763,0.018123667,63,**
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020050,EPO,Bronze Expanded,12757,10913,1844,4190,2732,1458,0.328447127,0.250343627,0.790672451,180,56,238,1151,393,91,91,**,644,**,**,1646,17,0.078573787,0.129745791,0.030042918,0.030042918,,0.212611423,,,0.543413668,0.005612413,440,98
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020052,EPO,Silver,7616,6990,626,2048,1546,502,0.268907563,0.221173104,0.801916933,117,**,308,418,139,140,140,**,512,**,**,521,**,0.190123457,0.085802469,0.086419753,0.086419753,,0.316049383,,,0.321604938,,118,23
TN,23552,Oscar Insurance Company,No,107782,23249,0.265362118,23552TN0020053,EPO,Gold,2612,2290,322,797,541,256,0.305130168,0.236244541,0.795031056,31,**,94,231,54,59,59,**,110,**,**,242,**,0.168157424,0.096601073,0.105545617,0.105545617,,0.196779964,,,0.432915921,,40,**
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290001,PPO,Bronze Expanded,88038,84794,3244,5036,2521,2515,0.057202572,0.029730877,0.775277435,516,**,193,**,561,,**,**,653,2174,167,1969,97,0.033195734,0.096491228,,,,0.112315101,0.373925009,0.02872377,0.338665291,0.016683867,4735,424
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290002,PPO,Silver,11531,10954,577,762,256,506,0.066082734,0.023370458,0.87694974,37,**,23,**,56,,**,**,49,481,21,215,22,0.026528258,0.064590542,,,,0.056516724,0.554786621,0.024221453,0.247981546,0.025374856,380,38
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290003,PPO,Gold,22675,21924,751,1412,772,640,0.062271224,0.035212552,0.852197071,63,**,60,**,198,,**,**,190,579,39,567,11,0.03649635,0.120437956,,,,0.115571776,0.352189781,0.023722628,0.344890511,0.006690998,569,72
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290008,PPO,Silver,19873,18888,985,1348,511,837,0.067830725,0.027054214,0.849746193,46,**,36,**,125,,**,**,98,768,51,445,27,0.023225806,0.080645161,,,,0.063225806,0.495483871,0.032903226,0.287096774,0.017419355,710,86
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290015,PPO,Bronze,10885,10325,560,762,314,448,0.070004593,0.030411622,0.8,36,**,20,**,86,,**,**,53,402,37,260,**,0.023310023,0.1002331,,,,0.061771562,0.468531469,0.043123543,0.303030303,,699,88
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290016,PPO,Bronze Expanded,7868,7708,160,333,205,128,0.042323335,0.026595745,0.8,34,**,**,**,61,,**,**,41,93,12,200,**,,0.14987715,,,,0.100737101,0.228501229,0.029484029,0.491400491,,335,46
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290017,PPO,Silver,5003,4950,53,172,130,42,0.034379372,0.026262626,0.79245283,13,**,**,**,27,,**,**,22,39,**,113,**,,0.134328358,,,,0.109452736,0.194029851,,0.562189055,,184,15
MT,23603,PacificSource Health Plans,No,164025,4831,0.0590577,23603MT0290018,PPO,Gold,4533,4476,57,168,121,47,0.037061549,0.027033065,0.824561404,**,**,**,**,17,,**,**,33,34,**,84,**,,0.101190476,,,,0.196428571,0.202380952,,0.5,,129,16
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370002,HMO,Bronze Expanded,345748,336565,9183,61768,54773,6995,0.178650346,0.162741224,0.761733638,15152,489,3793,6071,1295,3603,3507,96,7739,1042,589,15399,43710,0.049151225,0.016781133,0.046689128,0.045445121,0.001244007,0.100285085,0.013502656,0.0076325,0.199546456,0.566411818,9791,929
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370003,HMO,Silver,330092,320471,9621,65673,57941,7732,0.198953625,0.180799511,0.803658663,16610,493,4912,5794,1170,4016,3719,297,9921,1680,580,17953,43504,0.058660552,0.013972485,0.047960256,0.044413394,0.003546862,0.118479507,0.020063055,0.006926531,0.214400019,0.519537594,6067,728
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370005,HMO,Bronze Expanded,182394,177284,5110,34673,30740,3933,0.190099455,0.173394102,0.769667319,7987,308,1955,3148,718,2357,2315,42,4667,882,355,9085,23446,0.044978719,0.016519038,0.054227539,0.053261245,0.000966295,0.107373749,0.020292189,0.008167491,0.209018751,0.539422524,5429,634
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370006,HMO,Gold,901495,878919,22576,163237,145287,17950,0.181073661,0.165301922,0.795092133,41141,1493,12091,14748,3447,10151,9537,614,24017,3606,1375,46084,104408,0.058929033,0.016799965,0.049473874,0.046481365,0.002992509,0.11705389,0.017574898,0.006701466,0.224603882,0.508862993,16388,1845
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370010,HMO,Silver,81961,73710,8251,20274,13726,6548,0.24736155,0.186216253,0.793600776,3267,405,1605,5654,239,889,828,61,3083,409,107,4646,8253,0.083458998,0.012427851,0.046227445,0.043055483,0.003171962,0.160314076,0.021267745,0.005563933,0.241589101,0.42915085,1571,176
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370011,HMO,Gold,100216,92601,7615,21227,14823,6404,0.211812485,0.160073865,0.840971766,3566,418,1635,5216,314,707,660,47,3389,530,92,5386,8279,0.080415109,0.015443636,0.034772772,0.032461145,0.002311627,0.166683061,0.026067283,0.004524887,0.264902617,0.407190635,2023,242
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370012,HMO,Bronze Expanded,138310,133841,4469,25163,21874,3289,0.181931892,0.16343273,0.735958827,5815,191,1761,2260,330,1161,1132,29,3934,739,190,6755,15864,0.057298106,0.010737294,0.037775753,0.036832173,0.00094358,0.128001562,0.024045032,0.006182078,0.219789159,0.516171016,3704,411
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370013,HMO,Silver,174082,169241,4841,35958,31923,4035,0.206557829,0.188624506,0.833505474,8560,223,2509,3401,732,2246,2161,85,5425,759,284,9090,24150,0.055514991,0.016196482,0.049695763,0.047815024,0.001880739,0.120035402,0.016793893,0.006283881,0.201128443,0.534351145,2814,278
IA,25896,"Wellmark Health Plan of Iowa, Inc.",No,4366324,753627,0.1968457,25896IA0370014,HMO,Gold,369255,360204,9051,65884,58242,7642,0.178424124,0.161691708,0.844326594,17456,560,6258,5227,1177,3530,3304,226,11362,1670,530,18762,41574,0.073742385,0.013869413,0.041596455,0.03893334,0.002663116,0.133886382,0.019678776,0.00624536,0.22108575,0.489895479,6745,704
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0380001,EPO,Gold,514853,506496,8357,110391,101128,9263,0.214412658,0.199661991,1.10841211,10429,323,7593,8783,8964,10436,9433,1003,18920,8629,267,20055,40460,0.065840588,0.077728834,0.090492872,0.081795637,0.008697236,0.164059519,0.074823974,0.002315216,0.173901356,0.35083764,7689,809
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0380013,EPO,Bronze Expanded,2872785,2816057,56728,674302,611040,63262,0.234720663,0.216984244,1.115181216,54731,2447,24395,59905,51927,43788,39217,4571,87570,75470,1149,106911,276435,0.036538879,0.077776363,0.065585753,0.0587393,0.006846453,0.131162519,0.113039115,0.001720974,0.160131507,0.414044889,73532,9051
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0380023,EPO,Silver,2010981,1985073,25908,425698,395850,29848,0.211686734,0.199413321,1.152076579,39328,1181,24960,27514,34438,31123,27601,3522,77804,39569,715,71155,170068,0.055487382,0.07655747,0.069188052,0.061358463,0.00782959,0.17296235,0.087963951,0.001589482,0.158181277,0.378070035,29308,3254
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0380047,EPO,Bronze Expanded,2329695,2277038,52657,543166,484867,58299,0.233148974,0.212937597,1.107146248,45149,2240,24406,55710,40294,34612,30965,3647,65566,42992,906,84365,231829,0.046490276,0.076754862,0.065931387,0.058984323,0.006947064,0.124894756,0.081894203,0.001725813,0.160704421,0.441604282,57614,7492
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0380048,EPO,Gold,230763,226285,4478,53698,48767,4931,0.232697616,0.215511413,1.101161233,5056,161,3898,4698,4291,4360,3951,409,8244,5037,107,9625,19304,0.071045821,0.078208727,0.079466336,0.072011811,0.007454526,0.15025699,0.09180549,0.001950206,0.175427405,0.351839026,3795,533
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0380050,EPO,Silver,150223,147342,2881,32610,29513,3097,0.217077278,0.200302697,1.074973967,3311,188,2473,3135,2554,2849,2508,341,5565,1903,83,6137,12668,0.072242346,0.074608553,0.083226221,0.073264781,0.00996144,0.162567189,0.05559126,0.002424632,0.1792767,0.370063099,2546,403
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0390001,EPO,Catastrophic,39679,37956,1723,12403,10545,1858,0.312583482,0.277821688,1.078351712,985,92,439,1837,785,777,667,110,971,3293,11,1656,3173,0.039531742,0.070688879,0.069968483,0.060063035,0.009905448,0.087438091,0.296533093,0.000990545,0.149122017,0.28572715,1395,339
SC,26065,Blue Cross and Blue Shield of South Carolina,No,11459827,2183048,0.209434503,26065SC0670001,EPO,Gold,6809,6695,114,1083,966,117,0.159054193,0.144286781,1.026315789,105,**,83,119,85,75,75,**,232,88,**,213,304,0.076851852,0.078703704,0.069444444,0.069444444,,0.214814815,0.081481481,,0.197222222,0.281481481,152,20
